hash,date,year_month,files,insertions,deletions,churn,entropy,num_authors,msg_len
ab1fbef,2022-06-17,2022-06,15,146,579,724,29.483,1,35
ae54727,2022-06-17,2022-06,0,343,633,0,0.0,1,49
c9e000b,2022-06-17,2022-06,6,65,26,91,12.6607,1,59
cec5f74,2022-06-17,2022-06,0,65,26,0,0.0,1,114
ed42e92,2022-06-17,2022-06,3,7,3,10,5.1389,1,49
7f2a0f4,2022-06-17,2022-06,0,7,3,0,0.0,1,93
762382e,2022-06-09,2022-06,5,48,2,50,10.2405,1,58
46433e9,2022-06-09,2022-06,7,142,40,182,14.4693,1,60
ab36542,2022-06-18,2022-06,0,190,42,0,0.0,1,78
abcb6c9,2022-06-23,2022-06,1,2,2,4,0.0,1,21
f6be300,2022-06-23,2022-06,0,2,2,0,0.0,1,46
64ab598,2022-06-26,2022-06,1,18,0,18,0.0,1,56
0a01248,2022-06-28,2022-06,0,18,0,0,0.0,1,45
b46bfcf,2022-06-28,2022-06,2,277,299,569,0.9763,1,34
12d3f4f,2022-06-28,2022-06,0,277,299,0,0.0,1,92
5544d09,2022-06-29,2022-06,3,9,7,16,6.32,1,46
3635583,2022-06-29,2022-06,0,9,7,0,0.0,1,98
2589328,2022-07-01,2022-07,1,1,1,2,0.0,1,462
57a95e8,2022-07-01,2022-07,0,1,1,0,0.0,1,125
84c7220,2022-06-29,2022-06,10,84,220,303,24.8646,1,46
6916697,2022-07-01,2022-07,0,84,220,0,0.0,1,88
96d39c8,2022-07-01,2022-07,0,298,302,0,0.0,1,43
9e686d9,2022-07-01,2022-07,2,4,26,30,2.8066,1,34
c2810ff,2022-07-01,2022-07,2,13,65,78,3.0074,1,42
c99f07d,2022-07-01,2022-07,0,16,90,0,0.0,1,84
ab6a8b0,2022-07-02,2022-07,1,16,17,33,0.0,1,28
1626aff,2022-07-02,2022-07,0,16,17,0,0.0,1,20
ca2bfbb,2022-07-02,2022-07,3,16,4,20,5.9778,1,30
f8cb0b0,2022-07-02,2022-07,3,31,23,54,5.6882,1,22
60b845e,2022-07-02,2022-07,2,18,2,20,4.2647,1,28
559a845,2022-07-02,2022-07,0,62,26,0,0.0,1,78
50df54e,2022-07-04,2022-07,1,3,0,3,0.0,1,16
e9d0000,2022-07-04,2022-07,1,4,4,8,0.0,1,533
e4c4fd5,2022-07-04,2022-07,0,4,4,0,0.0,1,104
d7482cd,2022-07-04,2022-07,0,4,4,0,0.0,1,20
9dfcb90,2022-07-06,2022-07,2,2,0,2,1.585,1,186
cafe68e,2022-07-06,2022-07,0,2,0,0,0.0,1,93
9b44bf2,2022-07-06,2022-07,6,123,76,199,16.0016,1,487
2f1d1d6,2022-07-08,2022-07,1,38,0,38,0.0,1,89
c757882,2022-07-08,2022-07,0,38,0,0,0.0,1,75
6751f68,2022-07-08,2022-07,1,1,1,2,0.0,1,217
94233fc,2022-07-08,2022-07,0,1,1,0,0.0,1,77
89463cb,2022-07-08,2022-07,1,1,1,2,0.0,1,20
0b2f809,2022-06-27,2022-06,1,33,42,75,0.0,1,32
d597db6,2022-07-04,2022-07,5,146,71,217,14.0108,1,33
82c2e03,2022-07-05,2022-07,13,115,132,247,25.0848,1,25
e0dad45,2022-07-08,2022-07,9,82,132,213,21.0427,1,26
cbebdae,2022-07-08,2022-07,0,350,351,0,0.0,1,88
979e0ad,2022-07-08,2022-07,1,1,1,2,0.0,1,11
91044c4,2022-07-09,2022-07,7,25,25,50,14.9934,1,71
5775d1e,2022-07-09,2022-07,0,25,25,0,0.0,1,73
58ecacd,2022-07-10,2022-07,1,1,1,2,0.0,1,25
4696156,2022-07-10,2022-07,0,1,1,0,0.0,1,72
03b4100,2022-07-11,2022-07,1,1,1,2,0.0,1,25
c356c6d,2022-07-11,2022-07,0,1,1,0,0.0,1,67
69f9845,2022-07-13,2022-07,13,664,284,948,23.7699,1,27
67310ab,2022-07-13,2022-07,0,664,284,0,0.0,1,80
7096b2c,2022-07-13,2022-07,6,29,24,53,13.0474,1,19
58f3536,2022-07-13,2022-07,2,15,0,15,2.8877,1,45
a7859c6,2022-07-13,2022-07,0,15,0,0,0.0,1,112
134aebe,2022-07-13,2022-07,2,2,2,4,2.3219,1,21
187d717,2022-07-13,2022-07,0,2,2,0,0.0,1,74
48fe965,2022-07-13,2022-07,0,35,26,0,0.0,1,20
4f01c68,2022-07-13,2022-07,1,1,1,2,0.0,1,14
76a6b4f,2022-07-13,2022-07,0,1,1,0,0.0,1,20
4bf7415,2022-07-14,2022-07,3,15,1,16,4.9027,1,35
900e118,2022-07-14,2022-07,0,15,1,0,0.0,1,103
add53e1,2022-07-24,2022-07,2,2,1,3,1.8366,1,20
2869ddf,2022-07-24,2022-07,1,1,1,2,0.0,1,31
363be75,2022-07-24,2022-07,1,194,218,412,0.0,1,37
02a0851,2022-07-24,2022-07,0,195,218,0,0.0,1,20
095651b,2022-07-25,2022-07,1,2,2,4,0.0,1,43
5d8e356,2022-08-01,2022-08,6,31,118,149,10.2052,1,257
633f421,2022-08-01,2022-08,0,31,118,0,0.0,1,103
7d53a12,2022-08-01,2022-08,1,0,4,4,0.0,1,25
3e5ca29,2022-08-01,2022-08,0,0,4,0,0.0,1,85
4c08e3a,2022-08-01,2022-08,1,22,39,61,0.0,1,27
ef95998,2022-08-01,2022-08,5,95,96,191,15.125,1,19
30427a2,2022-08-01,2022-08,7,84,188,268,17.6842,1,26
98ca00d,2022-08-01,2022-08,0,201,323,0,0.0,1,88
6f9ef11,2022-08-01,2022-08,1,4,4,8,0.0,1,537
bfdd371,2022-08-01,2022-08,8,154,57,211,9.2756,1,27
cfd5783,2022-08-01,2022-08,0,154,57,0,0.0,1,89
ac1bb97,2022-08-01,2022-08,0,4,4,0,0.0,1,104
f3bb9b2,2022-08-01,2022-08,0,4,4,0,0.0,1,20
292c7e5,2022-07-26,2022-07,2,2,2,4,2.3219,1,21
b17bb9e,2022-08-01,2022-08,0,2,2,0,0.0,1,74
01dec18,2022-08-01,2022-08,1,6,0,6,0.0,1,19
cb4ee20,2022-08-01,2022-08,1,1,1,2,0.0,1,40
9a1b25f,2022-08-03,2022-08,2,7,1,8,2.5717,1,19
714ccef,2022-08-03,2022-08,5,167,42,209,12.5785,1,55
723a3a6,2022-08-03,2022-08,0,167,42,0,0.0,1,116
0d87b22,2022-08-03,2022-08,5,12,14,26,8.9444,1,19
52c54b2,2022-08-03,2022-08,2,2,2,4,2.3219,1,21
85f79e1,2022-08-03,2022-08,0,2,2,0,0.0,1,74
21aaf0e,2022-08-03,2022-08,0,186,57,0,0.0,1,20
4984753,2022-08-04,2022-08,2,7,1,8,2.5717,1,19
a6a7a57,2022-08-04,2022-08,2,4,1,5,2.5099,1,28
45b2c99,2022-08-04,2022-08,0,4,1,0,0.0,1,79
795d3e2,2022-08-04,2022-08,0,11,2,0,0.0,1,20
a0458ef,2022-08-05,2022-08,10,43,681,702,23.9929,1,35
e3df233,2022-08-05,2022-08,1,1,1,2,0.0,1,28
e3eaafb,2022-08-05,2022-08,0,1,1,0,0.0,1,77
87584e8,2022-08-05,2022-08,0,44,682,0,0.0,1,20
6ab3cb8,2022-08-08,2022-08,1,1,1,2,0.0,1,16
c779ac4,2022-08-08,2022-08,0,1,1,0,0.0,1,20
de16718,2022-08-08,2022-08,3,4,8,12,5.123,1,25
e9af7c2,2022-08-08,2022-08,0,4,8,0,0.0,1,81
43d2fff,2022-08-08,2022-08,2,2,2,4,2.3219,1,21
a1c478b,2022-08-08,2022-08,0,2,2,0,0.0,1,74
36af821,2022-08-08,2022-08,0,5,9,0,0.0,1,20
00b07c8,2022-08-09,2022-08,1,2,2,4,0.0,1,21
22b6296,2022-08-09,2022-08,1,1,1,2,0.0,1,31
5b2e9e9,2022-08-09,2022-08,0,2,2,0,0.0,1,45
062a096,2022-08-09,2022-08,0,1,1,0,0.0,1,85
77cdefc,2022-08-12,2022-08,1,1,1,2,0.0,1,8
b0b2778,2022-08-13,2022-08,0,1,1,0,0.0,1,94
1d07857,2022-08-15,2022-08,1,1,1,2,0.0,1,8
d94634b,2022-08-15,2022-08,1,8,3,11,0.0,1,13
2d3f725,2022-08-15,2022-08,1,1,1,2,0.0,1,8
86bf3f2,2022-08-17,2022-08,1,2,2,4,0.0,1,32
e0c157f,2022-08-17,2022-08,0,2,2,0,0.0,1,81
746455d,2022-08-14,2022-08,1,3,2,5,0.0,1,226
56a95f6,2022-08-21,2022-08,0,3,2,0,0.0,1,87
212b72a,2022-08-22,2022-08,2,7,1,8,2.5717,1,19
00bdc2b,2022-08-22,2022-08,1,0,1,1,0.0,1,67
ce6ad90,2022-08-27,2022-08,1,0,1,1,0.0,1,18
73b9bac,2022-08-27,2022-08,0,25,15,0,0.0,1,20
e7b2ce9,2022-09-02,2022-09,1,1,1,2,0.0,1,35
00be8d2,2022-09-02,2022-09,0,0,0,0,0.0,1,20
8811ae0,2022-09-07,2022-09,1,1,1,2,0.0,1,245
7c01fbc,2022-09-11,2022-09,4,16,20,36,9.4621,1,19
c34c84b,2022-09-11,2022-09,0,17,21,0,0.0,1,20
2c78771,2022-09-14,2022-09,1,1,1,2,0.0,1,52
9c3deee,2022-09-14,2022-09,1,1,1,2,0.0,1,57
0d8c8ba,2022-09-18,2022-09,1,1,1,2,0.0,1,66
c7da6d7,2022-10-03,2022-10,1,2,2,4,0.0,1,305
75e9209,2022-10-04,2022-10,1,1,1,2,0.0,1,22
3dc6db9,2022-10-04,2022-10,0,1,1,0,0.0,1,68
e7c82f9,2022-10-19,2022-10,0,2,2,0,0.0,1,104
5dfd212,2022-10-15,2022-10,1,45,45,90,0.0,1,49
cc66213,2022-10-30,2022-10,3,8,2,10,5.1389,1,161
2a54cfa,2022-10-30,2022-10,0,45,45,0,0.0,1,47
9daddd1,2022-11-01,2022-11,1,3,3,6,0.0,1,401
35c6595,2022-11-01,2022-11,0,3,3,0,0.0,1,65
9f99425,2022-11-07,2022-11,1,1,1,2,0.0,1,280
d178653,2022-11-25,2022-11,12,39,46,85,21.149,1,19
618fdc8,2022-11-25,2022-11,0,39,46,0,0.0,1,71
066a35d,2022-11-25,2022-11,0,86,93,0,0.0,1,20
d951a76,2022-11-27,2022-11,1,1,1,2,0.0,1,28
9a294a6,2022-11-27,2022-11,1,1,1,2,0.0,1,29
29697ff,2022-11-27,2022-11,0,1,1,0,0.0,1,136
b5ec83b,2022-11-27,2022-11,0,1,1,0,0.0,1,81
3e932aa,2022-12-06,2022-12,1,1,1,2,0.0,1,161
3d4acf0,2022-12-10,2022-12,0,1,1,0,0.0,1,65
95b6668,2022-12-13,2022-12,1,1,1,2,0.0,1,127
dcdcac2,2022-12-13,2022-12,0,1,1,0,0.0,1,61
43ef559,2022-12-21,2022-12,1,1,1,2,0.0,1,19
d36a379,2022-12-22,2022-12,0,1,1,0,0.0,1,51
43bc733,2022-12-22,2022-12,5,27,25,52,11.1245,1,19
8e3128b,2022-12-22,2022-12,1,2,0,2,0.0,1,53
1373f70,2022-12-24,2022-12,0,29,25,0,0.0,1,78
1a68768,2022-12-01,2022-12,1,2,2,4,0.0,1,45
55cdb42,2022-12-24,2022-12,0,2,2,0,0.0,1,101
6fcf6d0,2022-12-22,2022-12,1,1,1,2,0.0,1,30
d8fe178,2022-12-24,2022-12,0,1,1,0,0.0,1,79
677a046,2022-12-22,2022-12,1,1,1,2,0.0,1,30
d9e56c7,2022-12-24,2022-12,0,0,0,0,0.0,1,79
09112cf,2022-12-23,2022-12,4,5,3,8,6.3399,1,35
631b6dd,2022-12-24,2022-12,0,5,3,0,0.0,1,98
7464e17,2022-12-24,2022-12,0,41,35,0,0.0,1,20
79032ca,2022-10-30,2022-10,3,8,2,10,5.1389,1,159
4bc0e49,2022-08-21,2022-08,2,9,1,10,1.6225,1,31
bd26928,2022-08-23,2022-08,8,15,19,34,13.6446,1,32
229dcbb,2022-12-24,2022-12,0,15,11,0,0.0,1,88
910179f,2022-12-24,2022-12,0,15,11,0,0.0,1,20
4d69165,2022-12-29,2022-12,7,10,10,20,11.9556,1,21
eeebb5a,2022-12-29,2022-12,0,10,10,0,0.0,1,20
74e5263,2022-12-29,2022-12,7,10,10,20,11.9556,1,18
bb1f83c,2023-01-01,2023-01,1,1,1,2,0.0,1,542
fa1ee70,2023-01-03,2023-01,0,1,1,0,0.0,1,125
d7b6c1f,2022-10-31,2022-10,2,56,0,56,3.7098,1,61
cabda59,2023-01-04,2023-01,4,26,4,30,8.7626,1,298
836866d,2023-01-04,2023-01,0,78,0,0,0.0,1,96
2a9d16d,2023-01-09,2023-01,4,30,38,68,11.2665,1,77
4a0f658,2023-01-09,2023-01,0,30,38,0,0.0,1,82
a748770,2023-01-06,2023-01,1,2,2,4,0.0,1,32
8bfc058,2023-01-09,2023-01,0,2,2,0,0.0,1,97
3812a52,2023-01-09,2023-01,0,30,38,0,0.0,1,20
9da947a,2023-01-09,2023-01,1,11,4,15,0.0,1,24
6d6d986,2023-01-18,2023-01,6,123,141,264,13.9641,1,24
8f13f5b,2023-01-18,2023-01,24,153,195,348,33.5159,1,80
261e4a6,2023-01-18,2023-01,3,17,16,33,5.9991,1,25
78b42b9,2023-01-18,2023-01,0,282,341,0,0.0,1,73
3a35977,2023-01-19,2023-01,3,3,5,8,4.7549,1,25
99b34f7,2023-01-18,2023-01,6,33,35,68,12.2134,1,29
0b4b611,2023-01-20,2023-01,5,106,9,115,10.7356,1,35
39fc0c6,2023-01-20,2023-01,0,139,44,0,0.0,1,72
ef85270,2023-01-20,2023-01,0,97,7,0,0.0,1,20
d93760d,2023-01-23,2023-01,1,1,1,2,0.0,1,26
94a23a3,2023-02-01,2023-02,2,2,2,4,2.3219,1,554
74c2568,2023-02-01,2023-02,1,1,1,2,0.0,1,582
f822891,2023-02-01,2023-02,0,2,2,0,0.0,1,137
88069bd,2023-02-01,2023-02,0,1,1,0,0.0,1,123
9abe281,2023-02-03,2023-02,1,2,2,4,0.0,1,7
f45bc59,2023-02-02,2023-02,0,2,2,0,0.0,1,80
3502cc9,2023-02-02,2023-02,0,1,1,0,0.0,1,75
c1d01f6,2023-02-07,2023-02,1,1,1,2,0.0,1,145
a15da89,2023-02-07,2023-02,1,0,1,1,0.0,1,101
dd2423e,2023-02-07,2023-02,0,1,2,0,0.0,1,104
4ddb3f7,2023-02-07,2023-02,0,3,4,0,0.0,1,20
428d943,2023-02-09,2023-02,1,2,0,2,0.0,1,27
761e02e,2023-02-08,2023-02,0,2,0,0,0.0,1,82
dca8cf0,2023-02-08,2023-02,1,200,70,267,0.0,1,36
3f19524,2023-02-09,2023-02,9,313,0,313,22.1637,1,18
d552726,2023-02-10,2023-02,0,513,70,0,0.0,1,95
ab93222,2023-02-10,2023-02,2,77,33,110,6.4252,1,37
129568f,2023-02-10,2023-02,0,77,33,0,0.0,1,103
ba2b309,2023-02-10,2023-02,1,3,2,5,0.0,1,44
f425c11,2023-02-10,2023-02,0,3,2,0,0.0,1,100
a6cd8f2,2023-02-10,2023-02,3,172,2,174,1.7794,1,57
b945f98,2023-02-10,2023-02,0,169,0,0,0.0,1,110
a18ae3d,2023-02-10,2023-02,0,764,105,0,0.0,1,20
aa040c0,2023-02-10,2023-02,1,2,2,4,0.0,1,23
24df8fc,2023-02-15,2023-02,8,23,15,38,13.2667,1,233
41d4f62,2023-02-15,2023-02,2,3,5,8,2.5717,1,21
6a392af,2023-02-15,2023-02,0,26,20,0,0.0,1,74
ed5b240,2023-02-15,2023-02,0,16,10,0,0.0,1,20
c4c7f50,2023-02-16,2023-02,6,47,39,86,15.0959,1,19
604de4b,2023-02-16,2023-02,0,47,39,0,0.0,1,20
6650764,2023-02-23,2023-02,16,81,946,1027,29.5023,1,33
1ee22e1,2023-02-23,2023-02,0,81,946,0,0.0,1,90
9c02f07,2023-02-23,2023-02,8,41,20,61,13.3039,1,28
704b689,2023-02-23,2023-02,0,41,20,0,0.0,1,95
2a33c17,2023-02-23,2023-02,3,11,3,14,2.8697,1,36
fc03d0d,2023-02-23,2023-02,2,8,13,21,2.0233,1,45
c690f52,2023-02-23,2023-02,0,19,16,0,0.0,1,96
4256fc6,2023-02-23,2023-02,4,22,6,28,8.9502,1,32
4c288bc,2023-02-23,2023-02,0,22,6,0,0.0,1,106
b10b6d4,2023-02-22,2023-02,4,23,5,28,7.7114,1,38
2ad4d8d,2023-02-23,2023-02,0,23,5,0,0.0,1,51
736b5f9,2023-02-23,2023-02,4,12,12,24,8.6162,1,19
5cdfeae,2023-02-23,2023-02,0,12,12,0,0.0,1,20
3cdcc72,2023-03-01,2023-03,1,1,1,2,0.0,1,676
b8eb839,2023-03-01,2023-03,1,1,1,2,0.0,1,582
bc3ec35,2023-03-01,2023-03,0,1,1,0,0.0,1,123
2f67e0f,2023-03-01,2023-03,0,1,1,0,0.0,1,169
0bc6be6,2023-03-08,2023-03,1,1,1,2,0.0,1,59
a5f30b1,2023-03-08,2023-03,0,1,1,0,0.0,1,69
3102205,2023-03-11,2023-03,1,0,1,1,0.0,1,18
c83f661,2023-03-11,2023-03,0,0,1,0,0.0,1,69
1432cdd,2023-03-11,2023-03,6,17,23,40,12.9047,1,19
e7f8ae0,2023-03-11,2023-03,0,17,23,0,0.0,1,78
c4b39ba,2023-03-11,2023-03,3,13,4,17,6.3474,1,39
cac56a2,2023-03-11,2023-03,0,13,4,0,0.0,1,98
7ee9ceb,2023-03-11,2023-03,0,31,29,0,0.0,1,20
b8b4100,2023-03-04,2023-03,3,10,0,10,5.1389,1,39
7ed89d3,2023-03-11,2023-03,0,10,0,0,0.0,1,124
15f2ca2,2023-03-31,2023-03,1,1,1,2,0.0,1,50
29676a2,2023-04-01,2023-04,1,2,2,4,0.0,1,596
6a6c837,2023-04-01,2023-04,2,2,2,4,2.3219,1,604
4909e8f,2023-04-01,2023-04,1,1,1,2,0.0,1,582
e8178f7,2023-04-03,2023-04,0,2,2,0,0.0,1,129
c2688e4,2023-04-03,2023-04,0,1,1,0,0.0,1,123
a361ef6,2023-04-03,2023-04,0,2,2,0,0.0,1,151
d2a6f5c,2023-04-04,2023-04,1,1,1,2,0.0,1,143
c4f754c,2023-04-04,2023-04,0,1,1,0,0.0,1,104
daf6966,2023-04-05,2023-04,0,1,1,0,0.0,1,88
a30b6e7,2023-04-11,2023-04,4,19,19,38,9.0608,1,19
e39d78a,2023-04-11,2023-04,0,20,20,0,0.0,1,20
67c4c7b,2023-04-11,2023-04,1,5,1,6,0.0,1,61
04c2138,2023-04-12,2023-04,4,49,60,109,9.7037,1,44
694183c,2023-04-12,2023-04,0,49,60,0,0.0,1,99
fa0ceb6,2023-04-12,2023-04,0,49,60,0,0.0,1,20
c24f8c8,2023-04-12,2023-04,5,34,125,159,13.469,1,27
c9a5660,2023-04-12,2023-04,0,34,125,0,0.0,1,81
c67bfe5,2023-03-17,2023-03,1,1,1,2,0.0,1,15
87698a2,2023-04-12,2023-04,0,1,1,0,0.0,1,79
b626a93,2023-03-26,2023-03,1,1,1,2,0.0,1,205
e1e4e82,2023-04-12,2023-04,0,1,1,0,0.0,1,128
9cb1a7a,2023-04-13,2023-04,18,82,168,249,25.1613,1,49
a05c0c6,2023-04-13,2023-04,0,82,168,0,0.0,1,104
8239765,2023-04-10,2023-04,5,25,12,37,9.8902,1,28
59f8195,2023-04-13,2023-04,0,25,12,0,0.0,1,79
f7d9956,2023-04-13,2023-04,1,2,2,4,0.0,1,25
49498a3,2023-04-13,2023-04,0,2,2,0,0.0,1,92
182ce3d,2023-04-13,2023-04,3,75,38,113,6.7802,1,40
84c007d,2023-04-14,2023-04,3,69,49,118,7.5612,1,39
6931b25,2023-04-14,2023-04,0,69,49,0,0.0,1,96
9a4d370,2023-04-15,2023-04,1,1,1,2,0.0,1,8
5bba529,2023-04-15,2023-04,1,20,8,28,0.0,1,27
a1d0eda,2023-04-15,2023-04,0,20,8,0,0.0,1,83
7e6e68a,2023-04-15,2023-04,6,12,15,27,11.6998,1,31
a67195e,2023-04-15,2023-04,5,7,9,16,8.1749,1,19
db7d2d2,2023-04-15,2023-04,0,19,24,0,0.0,1,85
cfa863c,2023-04-15,2023-04,0,39,20,0,0.0,1,20
44ffe6c,2023-04-20,2023-04,19,277,262,539,32.1709,1,26
a4ea5df,2023-04-20,2023-04,0,277,262,0,0.0,1,97
f139024,2023-04-20,2023-04,3,0,5,5,3.9341,1,16
9659b11,2023-04-20,2023-04,2,3,3,6,2.578,1,34
2e8fe7b,2023-04-20,2023-04,14,19,40,59,19.7967,1,27
b4345cb,2023-04-20,2023-04,0,19,40,0,0.0,1,76
83d777b,2023-04-20,2023-04,6,11,503,512,13.9385,1,12
2b2a764,2023-04-20,2023-04,0,11,503,0,0.0,1,60
d48deba,2023-04-24,2023-04,1,1,1,2,0.0,1,50
0c5f18a,2023-04-24,2023-04,0,1,1,0,0.0,1,105
427e5dc,2023-04-25,2023-04,1,1,1,2,0.0,1,14
64bc458,2023-04-25,2023-04,4,8,8,16,7.1531,1,23
2d46068,2023-04-25,2023-04,1,1,1,2,0.0,1,14
74e0329,2023-04-25,2023-04,2,2,2,4,2.3219,1,21
cd1b68c,2023-04-25,2023-04,0,8,8,0,0.0,1,20
ddc7acc,2023-04-25,2023-04,0,3,3,0,0.0,1,74
73739a2,2023-04-25,2023-04,0,1,1,0,0.0,1,20
79ebf6c,2023-04-25,2023-04,5,16,14,30,10.2366,1,27
eb33b8c,2023-04-25,2023-04,0,16,14,0,0.0,1,87
8728c3e,2023-04-25,2023-04,2,2,2,4,2.3219,1,21
5f40724,2023-04-25,2023-04,0,2,2,0,0.0,1,74
345f184,2023-04-25,2023-04,2,7,1,8,2.5717,1,19
0ec9192,2023-04-25,2023-04,2,3,1,4,2.3219,1,31
0867dce,2023-04-25,2023-04,0,3,1,0,0.0,1,87
721abdc,2023-04-25,2023-04,2,2,2,4,2.3219,1,21
f07fb2b,2023-04-25,2023-04,0,2,2,0,0.0,1,74
0bc7356,2023-05-01,2023-05,2,7,1,8,2.5717,1,19
9532cba,2023-05-01,2023-05,1,1,1,2,0.0,1,16
8705dd3,2023-05-01,2023-05,2,29,4,33,4.5022,1,50
70f906c,2023-05-01,2023-05,0,29,4,0,0.0,1,95
37badc3,2023-05-01,2023-05,1,3,0,3,0.0,1,16
e1aedec,2023-05-01,2023-05,3,10,20,30,4.4865,1,15
adedb2a,2023-05-01,2023-05,0,10,20,0,0.0,1,81
c990bba,2023-05-01,2023-05,2,3,3,6,2.578,1,19
f3b8f57,2023-05-01,2023-05,2,2,2,4,2.3219,1,21
4cf8b78,2023-05-01,2023-05,0,5,5,0,0.0,1,74
0afeb1d,2023-05-01,2023-05,1,1,1,2,0.0,1,16
b7b753b,2023-05-01,2023-05,2,2,2,4,2.3219,1,554
ec8ca69,2023-05-01,2023-05,1,2,2,4,0.0,1,596
1e160c1,2023-05-01,2023-05,0,2,2,0,0.0,1,137
dcd25d8,2023-05-01,2023-05,2,2,2,4,2.3219,1,604
723091b,2023-05-01,2023-05,0,2,2,0,0.0,1,129
7b31099,2023-05-01,2023-05,0,2,2,0,0.0,1,151
726d3f4,2023-05-02,2023-05,2,7,1,8,2.5717,1,19
3fbfbad,2023-05-02,2023-05,2,16,3,19,2.0981,1,28
a6367da,2023-05-02,2023-05,0,16,3,0,0.0,1,83
8646edc,2023-05-01,2023-05,3,30,4,34,5.3876,1,50
ca12e8e,2023-05-02,2023-05,4,15,13,28,7.6485,1,19
afd63b1,2023-05-02,2023-05,0,30,4,0,0.0,1,126
47af817,2023-05-02,2023-05,2,2,2,4,2.3219,1,21
bda08b1,2023-05-02,2023-05,0,2,2,0,0.0,1,74
97c8301,2023-05-02,2023-05,0,9,0,0,0.0,1,31
e374853,2023-05-02,2023-05,0,24,13,0,0.0,1,20
1d7281f,2023-05-02,2023-05,3,1,56,57,6.4403,1,74
0a00e1b,2023-05-02,2023-05,4,59,64,123,10.1036,1,30
859d639,2023-05-02,2023-05,0,59,119,0,0.0,1,64
57e926c,2023-05-02,2023-05,0,59,119,0,0.0,1,20
4911012,2023-05-09,2023-05,2,3,8,11,3.5636,1,66
d0bf462,2023-05-09,2023-05,0,3,8,0,0.0,1,20
2abb751,2023-05-14,2023-05,1,5,3,8,0.0,1,142
b80baaf,2023-05-14,2023-05,0,5,3,0,0.0,1,98
55332be,2023-05-18,2023-05,1,2,2,4,0.0,1,33
0f477df,2023-05-24,2023-05,1,2,2,4,0.0,1,246
ae07dea,2023-05-31,2023-05,0,2,2,0,0.0,1,48
e726477,2023-05-31,2023-05,5,17,17,34,10.5846,1,19
38f02e0,2023-05-31,2023-05,1,0,1,1,0.0,1,15
31fd9c8,2023-05-31,2023-05,0,26,25,0,0.0,1,20
40f31c3,2023-06-01,2023-06,1,1,1,2,0.0,1,676
fc74a11,2023-06-01,2023-06,1,2,2,4,0.0,1,596
18e703b,2023-06-01,2023-06,2,2,2,4,2.3219,1,554
c49757a,2023-06-01,2023-06,0,1,1,0,0.0,1,69
fb20cbb,2023-06-01,2023-06,0,2,2,0,0.0,1,60
a3e4013,2023-06-01,2023-06,0,2,2,0,0.0,1,53
7dbb2f7,2023-06-06,2023-06,1,1,1,2,0.0,1,22
c9b6110,2023-06-06,2023-06,0,1,1,0,0.0,1,20
32d2f47,2023-06-06,2023-06,1,1,1,2,0.0,1,153
d614d6b,2023-06-06,2023-06,1,2,2,4,0.0,1,26
2be71d3,2023-06-07,2023-06,0,3,3,0,0.0,1,45
367e1df,2023-06-07,2023-06,2,7,1,8,2.5717,1,19
84e11a1,2023-06-07,2023-06,3,7,4,11,5.3592,1,32
ed8ddb6,2023-06-07,2023-06,4,5,4,9,6.101,1,24
9930b0f,2023-06-07,2023-06,0,12,8,0,0.0,1,33
935ee74,2023-06-07,2023-06,0,22,12,0,0.0,1,20
c8cf469,2023-06-08,2023-06,2,9,11,20,3.8709,1,28
4d6ae82,2023-06-08,2023-06,0,9,11,0,0.0,1,20
bda295d,2023-06-09,2023-06,3,39,81,120,3.8954,1,35
4be9f52,2023-06-09,2023-06,0,39,81,0,0.0,1,45
8e33b7b,2023-06-09,2023-06,2,2,2,4,2.3219,1,27
4bcd4be,2023-06-09,2023-06,0,41,83,0,0.0,1,20
a7ae372,2023-06-21,2023-06,1,1,2,3,0.0,1,49
ec2b239,2023-06-21,2023-06,0,1,2,0,0.0,1,57
aca7d56,2023-06-27,2023-06,7,17,19,36,13.1825,1,19
cc55d7b,2023-06-27,2023-06,0,18,21,0,0.0,1,20
8933d75,2023-06-27,2023-06,2,2,2,4,2.3219,1,24
7bfbcfa,2023-06-27,2023-06,0,2,2,0,0.0,1,20
d67c47b,2023-06-27,2023-06,1,0,8,8,0.0,1,46
b1bdd97,2023-06-27,2023-06,0,0,8,0,0.0,1,20
f38f3a7,2023-06-27,2023-06,2,20,5,25,1.1389,1,28
46b3288,2023-06-27,2023-06,5,21,17,38,11.7824,1,23
6b9acd5,2023-06-27,2023-06,7,10,32,42,9.8313,1,19
3c85ec9,2023-06-27,2023-06,0,51,54,0,0.0,1,38
f39c716,2023-06-27,2023-06,1,0,11,11,0.0,1,18
15a0d4a,2023-06-27,2023-06,0,51,65,0,0.0,1,20
aea13d5,2023-06-29,2023-06,1,1,1,2,0.0,1,29
09789f2,2023-06-29,2023-06,0,1,1,0,0.0,1,37
47a89da,2023-07-01,2023-07,1,2,2,4,0.0,1,596
f62580b,2023-07-01,2023-07,1,1,1,2,0.0,1,632
1fb1886,2023-07-01,2023-07,1,1,1,2,0.0,1,676
1ce4d95,2023-07-01,2023-07,2,2,2,4,2.3219,1,604
326484a,2023-07-01,2023-07,0,2,2,0,0.0,1,60
0da5788,2023-07-01,2023-07,0,1,1,0,0.0,1,53
51bf0fd,2023-07-01,2023-07,0,1,1,0,0.0,1,69
